# x y r lon
0.950214 -0.004651 0.950225 -0.004895
0.950211 -0.004579 0.950222 -0.004819
0.950208 -0.004506 0.950219 -0.004742
0.950206 -0.004434 0.950216 -0.004666
0.950203 -0.004361 0.950213 -0.004589
0.950200 -0.004288 0.950210 -0.004513
0.950197 -0.004216 0.950207 -0.004437
0.950195 -0.004143 0.950204 -0.004360
0.950192 -0.004070 0.950201 -0.004284
0.950190 -0.003998 0.950198 -0.004207
0.950187 -0.003925 0.950195 -0.004131
0.950184 -0.003852 0.950192 -0.004054
0.950182 -0.003780 0.950189 -0.003978
0.950179 -0.003707 0.950186 -0.003901
0.950177 -0.003634 0.950184 -0.003825
0.950174 -0.003562 0.950181 -0.003748
0.950172 -0.003489 0.950178 -0.003672
0.950169 -0.003416 0.950176 -0.003596
0.950167 -0.003344 0.950173 -0.003519
0.950165 -0.003271 0.950170 -0.003443
0.950162 -0.003198 0.950168 -0.003366
0.950160 -0.003126 0.950165 -0.003290
0.950158 -0.003053 0.950162 -0.003213
0.950155 -0.002980 0.950160 -0.003137
0.950153 -0.002907 0.950157 -0.003060
0.950151 -0.002835 0.950155 -0.002983
0.950149 -0.002762 0.950153 -0.002907
0.950146 -0.002689 0.950150 -0.002830
0.950144 -0.002617 0.950148 -0.002754
0.950142 -0.002544 0.950145 -0.002677
0.950140 -0.002471 0.950143 -0.002601
0.950138 -0.002398 0.950141 -0.002524
0.950136 -0.002326 0.950139 -0.002448
0.950134 -0.002253 0.950136 -0.002371
0.950132 -0.002180 0.950134 -0.002295
0.950130 -0.002107 0.950132 -0.002218
0.950128 -0.002035 0.950130 -0.002142
0.950126 -0.001962 0.950128 -0.002065
0.950124 -0.001889 0.950126 -0.001988
0.950122 -0.001816 0.950124 -0.001912
0.950120 -0.001744 0.950122 -0.001835
0.950118 -0.001671 0.950120 -0.001759
0.950116 -0.001598 0.950118 -0.001682
0.950115 -0.001525 0.950116 -0.001605
0.950113 -0.001453 0.950114 -0.001529
0.950111 -0.001380 0.950112 -0.001452
0.950109 -0.001307 0.950110 -0.001376
0.950108 -0.001234 0.950108 -0.001299
0.950106 -0.001162 0.950107 -0.001223
0.950104 -0.001089 0.950105 -0.001146
0.950103 -0.001016 0.950103 -0.001069
0.950101 -0.000943 0.950101 -0.000993
0.950099 -0.000870 0.950100 -0.000916
0.950098 -0.000798 0.950098 -0.000839
0.950096 -0.000725 0.950096 -0.000763
0.950095 -0.000652 0.950095 -0.000686
0.950093 -0.000579 0.950093 -0.000610
0.950092 -0.000506 0.950092 -0.000533
0.950090 -0.000434 0.950090 -0.000456
0.950089 -0.000361 0.950089 -0.000380
0.950087 -0.000288 0.950087 -0.000303
0.950086 -0.000215 0.950086 -0.000226
0.950085 -0.000142 0.950085 -0.000150
0.950083 -0.000070 0.950083 -0.000073
0.950082 0.000003 0.950082 0.000003
0.950081 0.000076 0.950081 0.000080
0.950079 0.000149 0.950080 0.000157
0.950078 0.000222 0.950078 0.000233
0.950077 0.000295 0.950077 0.000310
0.950076 0.000367 0.950076 0.000387
0.950075 0.000440 0.950075 0.000463
0.950074 0.000513 0.950074 0.000540
0.950072 0.000586 0.950073 0.000617
0.950071 0.000659 0.950072 0.000693
0.950070 0.000732 0.950071 0.000770
0.950069 0.000804 0.950070 0.000847
0.950068 0.000877 0.950069 0.000923
0.950067 0.000950 0.950068 0.001000
0.950066 0.001023 0.950067 0.001077
0.950065 0.001096 0.950066 0.001153
0.950064 0.001169 0.950065 0.001230
0.950063 0.001241 0.950064 0.001307
0.950063 0.001314 0.950064 0.001383
0.950062 0.001387 0.950063 0.001460
0.950061 0.001460 0.950062 0.001537
0.950060 0.001533 0.950061 0.001613
0.950059 0.001606 0.950061 0.001690
0.950059 0.001679 0.950060 0.001767
0.950058 0.001751 0.950059 0.001843
0.950057 0.001824 0.950059 0.001920
0.950056 0.001897 0.950058 0.001997
0.950056 0.001970 0.950058 0.002073
0.950055 0.002043 0.950057 0.002150
0.950055 0.002116 0.950057 0.002227
0.950054 0.002188 0.950056 0.002304
0.950053 0.002261 0.950056 0.002380
0.950053 0.002334 0.950056 0.002457
0.950052 0.002407 0.950055 0.002534
0.950052 0.002480 0.950055 0.002610
0.950051 0.002553 0.950055 0.002687
0.950051 0.002626 0.950055 0.002764
0.950051 0.002698 0.950054 0.002840
0.950050 0.002771 0.950054 0.002917
0.950050 0.002844 0.950054 0.002994
0.950049 0.002917 0.950054 0.003070
0.950049 0.002990 0.950054 0.003147
0.950049 0.003063 0.950054 0.003224
0.950048 0.003136 0.950054 0.003300
0.950048 0.003208 0.950054 0.003377
0.950048 0.003281 0.950054 0.003454
0.950048 0.003354 0.950054 0.003531
0.950048 0.003427 0.950054 0.003607
0.950047 0.003500 0.950054 0.003684
0.950047 0.003573 0.950054 0.003761
0.950047 0.003646 0.950054 0.003837
0.950047 0.003718 0.950054 0.003914
0.950047 0.003791 0.950055 0.003991
0.950047 0.003864 0.950055 0.004067
0.950047 0.003937 0.950055 0.004144
0.950047 0.004010 0.950055 0.004221
0.950047 0.004083 0.950056 0.004297
0.950047 0.004156 0.950056 0.004374
0.950047 0.004228 0.950057 0.004451
0.950047 0.004301 0.950057 0.004527
0.950047 0.004374 0.950058 0.004604
0.950048 0.004447 0.950058 0.004681
0.950048 0.004520 0.950059 0.004758
0.950048 0.004593 0.950059 0.004834
0.950048 0.004666 0.950060 0.004911
0.950048 0.004738 0.950060 0.004988
0.950049 0.004811 0.950061 0.005064
0.950049 0.004884 0.950062 0.005141
0.950049 0.004957 0.950062 0.005218
0.950050 0.005030 0.950063 0.005294
0.950050 0.005103 0.950064 0.005371
0.950050 0.005176 0.950065 0.005448
0.950051 0.005248 0.950065 0.005524
0.950051 0.005321 0.950066 0.005601
0.950052 0.005394 0.950067 0.005678
0.950052 0.005467 0.950068 0.005754
0.950053 0.005540 0.950069 0.005831
0.950053 0.005613 0.950070 0.005908
0.950054 0.005685 0.950071 0.005984
0.950054 0.005758 0.950072 0.006061
0.950055 0.005831 0.950073 0.006138
0.950056 0.005904 0.950074 0.006214
0.950056 0.005977 0.950075 0.006291
0.950057 0.006050 0.950076 0.006368
0.950058 0.006122 0.950077 0.006444
0.950058 0.006195 0.950079 0.006521
0.950059 0.006268 0.950080 0.006597
0.950060 0.006341 0.950081 0.006674
0.950061 0.006414 0.950082 0.006751
0.950062 0.006487 0.950084 0.006827
0.950062 0.006559 0.950085 0.006904
0.950063 0.006632 0.950087 0.006981
0.950064 0.006705 0.950088 0.007057
0.950065 0.006778 0.950089 0.007134
0.950066 0.006851 0.950091 0.007211
0.950067 0.006923 0.950092 0.007287
0.950068 0.006996 0.950094 0.007364
0.950069 0.007069 0.950095 0.007440
0.950070 0.007142 0.950097 0.007517
0.950071 0.007215 0.950099 0.007594
0.950072 0.007287 0.950100 0.007670
0.950073 0.007360 0.950102 0.007747
0.950075 0.007433 0.950104 0.007823
0.950076 0.007506 0.950105 0.007900
0.950077 0.007579 0.950107 0.007977
0.950078 0.007651 0.950109 0.008053
0.950079 0.007724 0.950111 0.008130
0.950081 0.007797 0.950113 0.008206
0.950082 0.007870 0.950114 0.008283
0.950083 0.007942 0.950116 0.008360
0.950084 0.008015 0.950118 0.008436
0.950086 0.008088 0.950120 0.008513
0.950087 0.008161 0.950122 0.008589
0.950089 0.008234 0.950124 0.008666
0.950090 0.008306 0.950126 0.008742
0.950091 0.008379 0.950128 0.008819
0.950093 0.008452 0.950131 0.008896
0.950094 0.008525 0.950133 0.008972
0.950096 0.008597 0.950135 0.009049
0.950098 0.008670 0.950137 0.009125
0.950099 0.008743 0.950139 0.009202
0.950101 0.008816 0.950142 0.009278
0.950102 0.008888 0.950144 0.009355
0.950104 0.008961 0.950146 0.009431
0.950106 0.009034 0.950149 0.009508
0.950107 0.009107 0.950151 0.009584
0.950109 0.009179 0.950153 0.009661
0.950111 0.009252 0.950156 0.009737
0.950112 0.009325 0.950158 0.009814
0.950114 0.009397 0.950161 0.009890
0.950116 0.009470 0.950163 0.009967
0.950118 0.009543 0.950166 0.010043
0.950120 0.009615 0.950168 0.010120
0.950122 0.009688 0.950171 0.010196
0.950124 0.009761 0.950174 0.010273
0.950125 0.009834 0.950176 0.010349
0.950127 0.009906 0.950179 0.010426
0.950129 0.009979 0.950182 0.010502
0.950131 0.010052 0.950185 0.010579
0.950133 0.010124 0.950187 0.010655
0.950135 0.010197 0.950190 0.010732
0.950138 0.010270 0.950193 0.010808
0.950140 0.010342 0.950196 0.010885
0.950142 0.010415 0.950199 0.010961
0.950144 0.010488 0.950202 0.011038
0.950146 0.010560 0.950205 0.011114
0.950148 0.010633 0.950208 0.011190
0.950150 0.010706 0.950211 0.011267
0.950153 0.010778 0.950214 0.011343
0.950155 0.010851 0.950217 0.011420
0.950157 0.010924 0.950220 0.011496
0.950160 0.010996 0.950223 0.011572
0.950162 0.011069 0.950226 0.011649
0.950164 0.011141 0.950230 0.011725
0.950167 0.011214 0.950233 0.011802
0.950169 0.011287 0.950236 0.011878
0.950171 0.011359 0.950239 0.011954
0.950174 0.011432 0.950243 0.012031
0.950176 0.011504 0.950246 0.012107
0.950179 0.011577 0.950249 0.012183
0.950181 0.011650 0.950253 0.012260
0.950184 0.011722 0.950256 0.012336
0.950186 0.011795 0.950260 0.012412
0.950189 0.011867 0.950263 0.012489
0.950192 0.011940 0.950267 0.012565
0.950194 0.012012 0.950270 0.012641
0.950197 0.012085 0.950274 0.012718
0.950200 0.012158 0.950277 0.012794
0.950202 0.012230 0.950281 0.012870
0.950205 0.012303 0.950285 0.012947
0.950208 0.012375 0.950288 0.013023
0.950211 0.012448 0.950292 0.013099
0.950214 0.012520 0.950296 0.013175
0.950216 0.012593 0.950300 0.013252
0.950219 0.012665 0.950304 0.013328
0.950222 0.012738 0.950307 0.013404
0.950225 0.012810 0.950311 0.013481
0.950228 0.012883 0.950315 0.013557
0.950231 0.012955 0.950319 0.013633
0.950234 0.013028 0.950323 0.013709
0.950237 0.013100 0.950327 0.013785
0.950240 0.013173 0.950331 0.013862
0.950243 0.013245 0.950335 0.013938
0.950246 0.013318 0.950339 0.014014
0.950249 0.013390 0.950343 0.014090
0.950252 0.013463 0.950348 0.014166
0.950255 0.013535 0.950352 0.014243
0.950259 0.013607 0.950356 0.014319
0.950262 0.013680 0.950360 0.014395
0.950265 0.013752 0.950364 0.014471
0.950268 0.013825 0.950369 0.014547
0.950271 0.013897 0.950373 0.014623
0.950275 0.013970 0.950377 0.014700
0.950278 0.014042 0.950382 0.014776
0.950281 0.014114 0.950386 0.014852
0.950285 0.014187 0.950391 0.014928
0.950288 0.014259 0.950395 0.015004
0.950291 0.014332 0.950400 0.015080
0.950295 0.014404 0.950404 0.015156
0.950298 0.014476 0.950409 0.015232
0.950302 0.014549 0.950413 0.015308
0.950305 0.014621 0.950418 0.015384
0.950309 0.014693 0.950422 0.015461
0.950312 0.014766 0.950427 0.015537
0.950316 0.014838 0.950432 0.015613
0.950320 0.014910 0.950437 0.015689
0.950323 0.014983 0.950441 0.015765
0.950327 0.015055 0.950446 0.015841
0.950331 0.015127 0.950451 0.015917
0.950334 0.015200 0.950456 0.015993
0.950338 0.015272 0.950461 0.016069
0.950342 0.015344 0.950466 0.016145
0.950345 0.015417 0.950470 0.016221
0.950349 0.015489 0.950475 0.016297
0.950353 0.015561 0.950480 0.016373
0.950357 0.015633 0.950485 0.016449
0.950361 0.015706 0.950490 0.016524
0.950365 0.015778 0.950496 0.016600
0.950369 0.015850 0.950501 0.016676
0.950372 0.015922 0.950506 0.016752
0.950376 0.015995 0.950511 0.016828
0.950380 0.016067 0.950516 0.016904
0.950384 0.016139 0.950521 0.016980
0.950388 0.016211 0.950527 0.017056
0.950392 0.016283 0.950532 0.017132
0.950397 0.016356 0.950537 0.017208
0.950401 0.016428 0.950543 0.017283
0.950405 0.016500 0.950548 0.017359
0.950409 0.016572 0.950553 0.017435
0.950413 0.016644 0.950559 0.017511
0.950417 0.016716 0.950564 0.017587
0.950421 0.016789 0.950570 0.017663
0.950426 0.016861 0.950575 0.017738
0.950430 0.016933 0.950581 0.017814
0.950434 0.017005 0.950586 0.017890
0.950439 0.017077 0.950592 0.017966
0.950443 0.017149 0.950598 0.018041
0.950447 0.017221 0.950603 0.018117
0.950452 0.017293 0.950609 0.018193
0.950456 0.017366 0.950615 0.018269
0.950460 0.017438 0.950620 0.018344
0.950465 0.017510 0.950626 0.018420
0.950469 0.017582 0.950632 0.018496
0.950474 0.017654 0.950638 0.018572
0.950478 0.017726 0.950644 0.018647
0.950483 0.017798 0.950650 0.018723
0.950488 0.017870 0.950655 0.018799
0.950492 0.017942 0.950661 0.018874
0.950497 0.018014 0.950667 0.018950
0.950501 0.018086 0.950673 0.019025
0.950506 0.018158 0.950679 0.019101
0.950511 0.018230 0.950686 0.019177
0.950515 0.018302 0.950692 0.019252
0.950520 0.018374 0.950698 0.019328
0.950525 0.018446 0.950704 0.019404
0.950530 0.018518 0.950710 0.019479
0.950535 0.018590 0.950716 0.019555
0.950539 0.018662 0.950723 0.019630
0.950544 0.018734 0.950729 0.019706
0.950549 0.018806 0.950735 0.019781
0.950554 0.018877 0.950741 0.019857
0.950559 0.018949 0.950748 0.019932
0.950564 0.019021 0.950754 0.020008
0.950569 0.019093 0.950761 0.020083
0.950574 0.019165 0.950767 0.020159
0.950579 0.019237 0.950773 0.020234
0.950584 0.019309 0.950780 0.020310
0.950589 0.019381 0.950787 0.020385
0.950594 0.019452 0.950793 0.020461
0.950599 0.019524 0.950800 0.020536
0.950604 0.019596 0.950806 0.020611
0.950609 0.019668 0.950813 0.020687
0.950615 0.019740 0.950820 0.020762
0.950620 0.019811 0.950826 0.020838
0.950625 0.019883 0.950833 0.020913
0.950630 0.019955 0.950840 0.020988
0.950636 0.020027 0.950847 0.021064
0.950641 0.020098 0.950853 0.021139
0.950646 0.020170 0.950860 0.021214
0.950652 0.020242 0.950867 0.021290
0.950657 0.020314 0.950874 0.021365
0.950662 0.020385 0.950881 0.021440
0.950668 0.020457 0.950888 0.021515
0.950673 0.020529 0.950895 0.021591
0.950679 0.020600 0.950902 0.021666
0.950684 0.020672 0.950909 0.021741
0.950690 0.020744 0.950916 0.021816
0.950695 0.020815 0.950923 0.021892
0.950701 0.020887 0.950930 0.021967
0.950706 0.020959 0.950937 0.022042
0.950712 0.021030 0.950945 0.022117
0.950718 0.021102 0.950952 0.022192
0.950723 0.021174 0.950959 0.022267
0.950729 0.021245 0.950966 0.022343
0.950735 0.021317 0.950974 0.022418
0.950740 0.021388 0.950981 0.022493
0.950746 0.021460 0.950988 0.022568
0.950752 0.021532 0.950996 0.022643
0.950758 0.021603 0.951003 0.022718
0.950764 0.021675 0.951011 0.022793
0.950769 0.021746 0.951018 0.022868
0.950775 0.021818 0.951026 0.022943
0.950781 0.021889 0.951033 0.023018
0.950787 0.021961 0.951041 0.023093
0.950793 0.022032 0.951048 0.023168
0.950799 0.022104 0.951056 0.023243
0.950805 0.022175 0.951064 0.023318
0.950811 0.022246 0.951071 0.023393
0.950817 0.022318 0.951079 0.023468
0.950823 0.022389 0.951087 0.023543
0.950829 0.022461 0.951095 0.023618
0.950835 0.022532 0.951102 0.023693
0.950842 0.022604 0.951110 0.023768
0.950848 0.022675 0.951118 0.023843
0.950854 0.022746 0.951126 0.023917
0.950860 0.022818 0.951134 0.023992
0.950866 0.022889 0.951142 0.024067
0.950873 0.022960 0.951150 0.024142
0.950879 0.023032 0.951158 0.024217
0.950885 0.023103 0.951166 0.024292
0.950891 0.023174 0.951174 0.024366
0.950898 0.023246 0.951182 0.024441
0.950904 0.023317 0.951190 0.024516
0.950910 0.023388 0.951198 0.024591
0.950917 0.023459 0.951206 0.024665
0.950923 0.023531 0.951214 0.024740
0.950930 0.023602 0.951223 0.024815
0.950936 0.023673 0.951231 0.024889
0.950943 0.023744 0.951239 0.024964
0.950949 0.023816 0.951248 0.025039
0.950956 0.023887 0.951256 0.025113
0.950962 0.023958 0.951264 0.025188
0.950969 0.024029 0.951273 0.025263
0.950976 0.024100 0.951281 0.025337
0.950982 0.024171 0.951289 0.025412
0.950989 0.024243 0.951298 0.025486
0.950996 0.024314 0.951306 0.025561
0.951002 0.024385 0.951315 0.025636
0.951009 0.024456 0.951324 0.025710
0.951016 0.024527 0.951332 0.025785
0.951023 0.024598 0.951341 0.025859
0.951030 0.024669 0.951349 0.025934
0.951036 0.024740 0.951358 0.026008
0.951043 0.024811 0.951367 0.026083
0.951050 0.024882 0.951376 0.026157
0.951057 0.024953 0.951384 0.026231
0.951064 0.025024 0.951393 0.026306
0.951071 0.025095 0.951402 0.026380
0.951078 0.025166 0.951411 0.026455
0.951085 0.025237 0.951420 0.026529
0.951092 0.025308 0.951429 0.026603
0.951099 0.025379 0.951438 0.026678
0.951106 0.025450 0.951446 0.026752
0.951113 0.025521 0.951455 0.026826
0.951120 0.025592 0.951464 0.026901
0.951127 0.025663 0.951474 0.026975
0.951135 0.025734 0.951483 0.027049
0.951142 0.025805 0.951492 0.027123
0.951149 0.025875 0.951501 0.027198
0.951156 0.025946 0.951510 0.027272
0.951163 0.026017 0.951519 0.027346
0.951171 0.026088 0.951528 0.027420
0.951178 0.026159 0.951538 0.027494
0.951185 0.026229 0.951547 0.027569
0.951193 0.026300 0.951556 0.027643
0.951200 0.026371 0.951566 0.027717
0.951207 0.026442 0.951575 0.027791
0.951215 0.026512 0.951584 0.027865
0.951222 0.026583 0.951594 0.027939
0.951230 0.026654 0.951603 0.028013
0.951237 0.026725 0.951613 0.028087
0.951245 0.026795 0.951622 0.028161
0.951252 0.026866 0.951632 0.028235
0.951260 0.026937 0.951641 0.028309
0.951268 0.027007 0.951651 0.028383
0.951275 0.027078 0.951660 0.028457
0.951283 0.027149 0.951670 0.028531
0.951290 0.027219 0.951680 0.028605
0.951298 0.027290 0.951689 0.028679
0.951306 0.027360 0.951699 0.028753
0.951314 0.027431 0.951709 0.028827
0.951321 0.027501 0.951719 0.028901
0.951329 0.027572 0.951728 0.028974
0.951337 0.027642 0.951738 0.029048
0.951345 0.027713 0.951748 0.029122
0.951352 0.027783 0.951758 0.029196
0.951360 0.027854 0.951768 0.029270
0.951368 0.027924 0.951778 0.029343
0.951376 0.027995 0.951788 0.029417
0.951384 0.028065 0.951798 0.029491
0.951392 0.028136 0.951808 0.029565
0.951400 0.028206 0.951818 0.029638
0.951408 0.028277 0.951828 0.029712
0.951416 0.028347 0.951838 0.029786
0.951424 0.028417 0.951848 0.029859
0.951432 0.028488 0.951859 0.029933
0.951440 0.028558 0.951869 0.030007
0.951448 0.028628 0.951879 0.030080
0.951457 0.028699 0.951889 0.030154
0.951465 0.028769 0.951900 0.030227
0.951473 0.028839 0.951910 0.030301
0.951481 0.028910 0.951920 0.030374
0.951489 0.028980 0.951931 0.030448
0.951498 0.029050 0.951941 0.030521
0.951506 0.029120 0.951951 0.030595
0.951514 0.029190 0.951962 0.030668
0.951523 0.029261 0.951972 0.030742
0.951531 0.029331 0.951983 0.030815
0.951539 0.029401 0.951993 0.030889
0.951548 0.029471 0.952004 0.030962
0.951556 0.029541 0.952015 0.031035
0.951565 0.029611 0.952025 0.031109
0.951573 0.029682 0.952036 0.031182
0.951582 0.029752 0.952047 0.031255
0.951590 0.029822 0.952057 0.031329
0.951599 0.029892 0.952068 0.031402
0.951607 0.029962 0.952079 0.031475
0.951616 0.030032 0.952090 0.031548
0.951624 0.030102 0.952100 0.031622
0.951633 0.030172 0.952111 0.031695
0.951642 0.030242 0.952122 0.031768
0.951650 0.030312 0.952133 0.031841
0.951659 0.030382 0.952144 0.031914
0.951668 0.030452 0.952155 0.031987
0.951677 0.030522 0.952166 0.032061
0.951685 0.030592 0.952177 0.032134
0.951694 0.030662 0.952188 0.032207
0.951703 0.030731 0.952199 0.032280
0.951712 0.030801 0.952210 0.032353
0.951721 0.030871 0.952221 0.032426
0.951729 0.030941 0.952232 0.032499
0.951738 0.031011 0.952243 0.032572
0.951747 0.031081 0.952255 0.032645
0.951756 0.031150 0.952266 0.032718
0.951765 0.031220 0.952277 0.032791
0.951774 0.031290 0.952288 0.032864
0.951783 0.031360 0.952300 0.032936
0.951792 0.031429 0.952311 0.033009
0.951801 0.031499 0.952323 0.033082
0.951811 0.031569 0.952334 0.033155
0.951820 0.031638 0.952345 0.033228
0.951829 0.031708 0.952357 0.033301
0.951838 0.031778 0.952368 0.033373
0.951847 0.031847 0.952380 0.033446
0.951856 0.031917 0.952391 0.033519
0.951866 0.031987 0.952403 0.033592
0.951875 0.032056 0.952414 0.033664
0.951884 0.032126 0.952426 0.033737
0.951893 0.032195 0.952438 0.033810
0.951903 0.032265 0.952449 0.033882
0.951912 0.032334 0.952461 0.033955
0.951921 0.032404 0.952473 0.034027
0.951931 0.032473 0.952485 0.034100
0.951940 0.032543 0.952496 0.034173
0.951950 0.032612 0.952508 0.034245
0.951959 0.032682 0.952520 0.034318
0.951969 0.032751 0.952532 0.034390
0.951978 0.032821 0.952544 0.034463
0.951988 0.032890 0.952556 0.034535
0.951997 0.032959 0.952568 0.034607
0.952007 0.033029 0.952580 0.034680
0.952017 0.033098 0.952592 0.034752
0.952026 0.033167 0.952604 0.034825
0.952036 0.033237 0.952616 0.034897
0.952045 0.033306 0.952628 0.034969
0.952055 0.033375 0.952640 0.035042
0.952065 0.033444 0.952652 0.035114
0.952075 0.033514 0.952664 0.035186
0.952084 0.033583 0.952676 0.035258
0.952094 0.033652 0.952689 0.035331
0.952104 0.033721 0.952701 0.035403
0.952114 0.033790 0.952713 0.035475
0.952124 0.033860 0.952726 0.035547
0.952134 0.033929 0.952738 0.035619
0.952143 0.033998 0.952750 0.035692
0.952153 0.034067 0.952763 0.035764
0.952163 0.034136 0.952775 0.035836
0.952173 0.034205 0.952787 0.035908
0.952183 0.034274 0.952800 0.035980
0.952193 0.034343 0.952812 0.036052
0.952203 0.034412 0.952825 0.036124
0.952213 0.034481 0.952838 0.036196
0.952224 0.034550 0.952850 0.036268
0.952234 0.034619 0.952863 0.036340
0.952244 0.034688 0.952875 0.036412
0.952254 0.034757 0.952888 0.036484
0.952264 0.034826 0.952901 0.036555
0.952274 0.034895 0.952913 0.036627
0.952285 0.034964 0.952926 0.036699
0.952295 0.035033 0.952939 0.036771
0.952305 0.035101 0.952952 0.036843
0.952315 0.035170 0.952965 0.036915
0.952326 0.035239 0.952977 0.036986
0.952336 0.035308 0.952990 0.037058
0.952346 0.035377 0.953003 0.037130
0.952357 0.035445 0.953016 0.037201
0.952367 0.035514 0.953029 0.037273
0.952378 0.035583 0.953042 0.037345
0.952388 0.035651 0.953055 0.037416
0.952399 0.035720 0.953068 0.037488
0.952409 0.035789 0.953081 0.037559
0.952420 0.035857 0.953094 0.037631
0.952430 0.035926 0.953107 0.037703
0.952441 0.035995 0.953121 0.037774
0.952451 0.036063 0.953134 0.037846
0.952462 0.036132 0.953147 0.037917
0.952473 0.036200 0.953160 0.037988
0.952483 0.036269 0.953173 0.038060
0.952494 0.036337 0.953187 0.038131
0.952505 0.036406 0.953200 0.038203
0.952515 0.036474 0.953213 0.038274
0.952526 0.036543 0.953227 0.038345
0.952537 0.036611 0.953240 0.038417
0.952548 0.036680 0.953254 0.038488
0.952558 0.036748 0.953267 0.038559
0.952569 0.036817 0.953280 0.038630
0.952580 0.036885 0.953294 0.038702
0.952591 0.036953 0.953308 0.038773
0.952602 0.037022 0.953321 0.038844
0.952613 0.037090 0.953335 0.038915
0.952624 0.037158 0.953348 0.038986
0.952635 0.037226 0.953362 0.039057
0.952646 0.037295 0.953376 0.039129
0.952657 0.037363 0.953389 0.039200
0.952668 0.037431 0.953403 0.039271
0.952679 0.037499 0.953417 0.039342
0.952690 0.037567 0.953430 0.039413
0.952701 0.037636 0.953444 0.039484
0.952712 0.037704 0.953458 0.039555
0.952723 0.037772 0.953472 0.039625
0.952735 0.037840 0.953486 0.039696
0.952746 0.037908 0.953500 0.039767
0.952757 0.037976 0.953514 0.039838
0.952768 0.038044 0.953528 0.039909
0.952780 0.038112 0.953542 0.039980
0.952791 0.038180 0.953556 0.040050
0.952802 0.038248 0.953570 0.040121
0.952814 0.038316 0.953584 0.040192
0.952825 0.038384 0.953598 0.040263
0.952836 0.038452 0.953612 0.040333
0.952848 0.038520 0.953626 0.040404
0.952859 0.038588 0.953640 0.040475
0.952871 0.038656 0.953654 0.040545
0.952882 0.038723 0.953669 0.040616
0.952894 0.038791 0.953683 0.040686
0.952905 0.038859 0.953697 0.040757
0.952917 0.038927 0.953711 0.040828
0.952928 0.038995 0.953726 0.040898
0.952940 0.039062 0.953740 0.040968
0.952952 0.039130 0.953755 0.041039
0.952963 0.039198 0.953769 0.041109
0.952975 0.039265 0.953783 0.041180
0.952986 0.039333 0.953798 0.041250
0.952998 0.039401 0.953812 0.041320
0.953010 0.039468 0.953827 0.041391
0.953022 0.039536 0.953841 0.041461
0.953033 0.039604 0.953856 0.041531
0.953045 0.039671 0.953871 0.041602
0.953057 0.039739 0.953885 0.041672
0.953069 0.039806 0.953900 0.041742
0.953081 0.039874 0.953915 0.041812
0.953093 0.039941 0.953929 0.041882
0.953105 0.040009 0.953944 0.041953
0.953117 0.040076 0.953959 0.042023
0.953128 0.040144 0.953973 0.042093
0.953140 0.040211 0.953988 0.042163
0.953152 0.040278 0.954003 0.042233
0.953164 0.040346 0.954018 0.042303
0.953177 0.040413 0.954033 0.042373
0.953189 0.040480 0.954048 0.042443
0.953201 0.040548 0.954063 0.042513
0.953213 0.040615 0.954078 0.042583
0.953225 0.040682 0.954093 0.042653
0.953237 0.040749 0.954108 0.042722
0.953249 0.040817 0.954123 0.042792
0.953261 0.040884 0.954138 0.042862
0.953274 0.040951 0.954153 0.042932
0.953286 0.041018 0.954168 0.043002
0.953298 0.041085 0.954183 0.043071
0.953311 0.041152 0.954198 0.043141
0.953323 0.041219 0.954214 0.043211
0.953335 0.041286 0.954229 0.043280
0.953348 0.041354 0.954244 0.043350
0.953360 0.041421 0.954259 0.043420
0.953372 0.041488 0.954275 0.043489
0.953385 0.041555 0.954290 0.043559
0.953397 0.041622 0.954305 0.043628
0.953410 0.041688 0.954321 0.043698
0.953422 0.041755 0.954336 0.043767
0.953435 0.041822 0.954352 0.043837
0.953447 0.041889 0.954367 0.043906
0.953460 0.041956 0.954382 0.043976
0.953472 0.042023 0.954398 0.044045
0.953485 0.042090 0.954414 0.044114
0.953498 0.042156 0.954429 0.044184
0.953510 0.042223 0.954445 0.044253
0.953523 0.042290 0.954460 0.044322
0.953536 0.042357 0.954476 0.044391
0.953548 0.042423 0.954492 0.044461
0.953561 0.042490 0.954507 0.044530
0.953574 0.042557 0.954523 0.044599
0.953587 0.042623 0.954539 0.044668
0.953600 0.042690 0.954555 0.044737
0.953612 0.042757 0.954570 0.044806
0.953625 0.042823 0.954586 0.044875
0.953638 0.042890 0.954602 0.044944
0.953651 0.042956 0.954618 0.045013
0.953664 0.043023 0.954634 0.045082
0.953677 0.043089 0.954650 0.045151
0.953690 0.043156 0.954666 0.045220
0.953703 0.043222 0.954682 0.045289
0.953716 0.043288 0.954698 0.045358
0.953729 0.043355 0.954714 0.045427
0.953742 0.043421 0.954730 0.045496
0.953755 0.043488 0.954746 0.045565
0.953768 0.043554 0.954762 0.045633
0.953781 0.043620 0.954778 0.045702
0.953794 0.043686 0.954794 0.045771
0.953808 0.043753 0.954811 0.045840
0.953821 0.043819 0.954827 0.045908
0.953834 0.043885 0.954843 0.045977
0.953847 0.043951 0.954859 0.046045
0.953860 0.044018 0.954876 0.046114
0.953874 0.044084 0.954892 0.046183
0.953887 0.044150 0.954908 0.046251
0.953900 0.044216 0.954925 0.046320
0.953914 0.044282 0.954941 0.046388
0.953927 0.044348 0.954957 0.046457
0.953940 0.044414 0.954974 0.046525
