# x y r lon
1.002549 0.098121 1.007339 0.097560
1.002586 0.098113 1.007375 0.097549
1.002622 0.098104 1.007410 0.097537
1.002658 0.098096 1.007445 0.097526
1.002694 0.098088 1.007481 0.097514
1.002731 0.098080 1.007516 0.097503
1.002767 0.098071 1.007551 0.097491
1.002803 0.098063 1.007587 0.097479
1.002840 0.098055 1.007622 0.097467
1.002876 0.098046 1.007657 0.097455
1.002912 0.098038 1.007692 0.097443
1.002948 0.098029 1.007728 0.097431
1.002985 0.098021 1.007763 0.097419
1.003021 0.098012 1.007798 0.097407
1.003057 0.098003 1.007834 0.097395
1.003094 0.097994 1.007869 0.097383
1.003130 0.097985 1.007904 0.097371
1.003166 0.097977 1.007939 0.097359
1.003202 0.097968 1.007975 0.097346
1.003239 0.097959 1.008010 0.097334
1.003275 0.097950 1.008045 0.097322
1.003311 0.097941 1.008080 0.097309
1.003347 0.097931 1.008115 0.097297
1.003384 0.097922 1.008151 0.097284
1.003420 0.097913 1.008186 0.097271
1.003456 0.097904 1.008221 0.097259
1.003493 0.097894 1.008256 0.097246
1.003529 0.097885 1.008291 0.097233
1.003565 0.097876 1.008327 0.097220
1.003601 0.097866 1.008362 0.097208
1.003638 0.097857 1.008397 0.097195
1.003674 0.097847 1.008432 0.097182
1.003710 0.097837 1.008467 0.097169
1.003746 0.097828 1.008502 0.097156
1.003783 0.097818 1.008538 0.097143
1.003819 0.097808 1.008573 0.097129
1.003855 0.097798 1.008608 0.097116
1.003892 0.097788 1.008643 0.097103
1.003928 0.097778 1.008678 0.097090
1.003964 0.097768 1.008713 0.097076
1.004000 0.097758 1.008748 0.097063
1.004037 0.097748 1.008784 0.097049
1.004073 0.097738 1.008819 0.097036
1.004109 0.097728 1.008854 0.097022
1.004145 0.097718 1.008889 0.097009
1.004182 0.097707 1.008924 0.096995
1.004218 0.097697 1.008959 0.096981
1.004254 0.097687 1.008994 0.096968
1.004290 0.097676 1.009029 0.096954
1.004327 0.097666 1.009064 0.096940
1.004363 0.097655 1.009099 0.096926
1.004399 0.097644 1.009134 0.096912
1.004435 0.097634 1.009169 0.096898
1.004472 0.097623 1.009204 0.096884
1.004508 0.097612 1.009239 0.096870
1.004544 0.097601 1.009274 0.096856
1.004580 0.097591 1.009309 0.096842
1.004617 0.097580 1.009344 0.096828
1.004653 0.097569 1.009379 0.096813
1.004689 0.097558 1.009414 0.096799
1.004725 0.097547 1.009449 0.096785
1.004761 0.097536 1.009484 0.096770
1.004798 0.097524 1.009519 0.096756
1.004834 0.097513 1.009554 0.096741
1.004870 0.097502 1.009589 0.096727
1.004906 0.097491 1.009624 0.096712
1.004943 0.097479 1.009659 0.096697
1.004979 0.097468 1.009694 0.096683
1.005015 0.097456 1.009729 0.096668
1.005051 0.097445 1.009764 0.096653
1.005088 0.097433 1.009799 0.096638
1.005124 0.097422 1.009834 0.096623
1.005160 0.097410 1.009869 0.096608
1.005196 0.097398 1.009904 0.096593
1.005232 0.097386 1.009939 0.096578
1.005269 0.097375 1.009974 0.096563
1.005305 0.097363 1.010009 0.096548
1.005341 0.097351 1.010043 0.096533
1.005377 0.097339 1.010078 0.096517
1.005413 0.097327 1.010113 0.096502
1.005450 0.097315 1.010148 0.096487
1.005486 0.097303 1.010183 0.096471
1.005522 0.097290 1.010218 0.096456
1.005558 0.097278 1.010253 0.096440
1.005594 0.097266 1.010287 0.096425
1.005631 0.097254 1.010322 0.096409
1.005667 0.097241 1.010357 0.096394
1.005703 0.097229 1.010392 0.096378
1.005739 0.097216 1.010427 0.096362
1.005775 0.097204 1.010462 0.096346
1.005811 0.097191 1.010496 0.096330
1.005848 0.097178 1.010531 0.096315
1.005884 0.097166 1.010566 0.096299
1.005920 0.097153 1.010601 0.096283
1.005956 0.097140 1.010635 0.096267
1.005992 0.097127 1.010670 0.096251
1.006028 0.097115 1.010705 0.096234
1.006065 0.097102 1.010740 0.096218
1.006101 0.097089 1.010774 0.096202
1.006137 0.097076 1.010809 0.096186
1.006173 0.097063 1.010844 0.096169
1.006209 0.097049 1.010879 0.096153
1.006245 0.097036 1.010913 0.096137
1.006282 0.097023 1.010948 0.096120
1.006318 0.097010 1.010983 0.096104
1.006354 0.096996 1.011018 0.096087
1.006390 0.096983 1.011052 0.096070
1.006426 0.096969 1.011087 0.096054
1.006462 0.096956 1.011122 0.096037
1.006498 0.096942 1.011156 0.096020
1.006535 0.096929 1.011191 0.096004
1.006571 0.096915 1.011226 0.095987
1.006607 0.096902 1.011260 0.095970
1.006643 0.096888 1.011295 0.095953
1.006679 0.096874 1.011329 0.095936
1.006715 0.096860 1.011364 0.095919
1.006751 0.096846 1.011399 0.095902
1.006787 0.096832 1.011433 0.095885
1.006824 0.096818 1.011468 0.095867
1.006860 0.096804 1.011503 0.095850
1.006896 0.096790 1.011537 0.095833
1.006932 0.096776 1.011572 0.095816
1.006968 0.096762 1.011606 0.095798
1.007004 0.096748 1.011641 0.095781
1.007040 0.096733 1.011675 0.095763
1.007076 0.096719 1.011710 0.095746
1.007112 0.096705 1.011745 0.095728
1.007148 0.096690 1.011779 0.095710
1.007184 0.096676 1.011814 0.095693
1.007221 0.096661 1.011848 0.095675
1.007257 0.096646 1.011883 0.095657
1.007293 0.096632 1.011917 0.095640
1.007329 0.096617 1.011952 0.095622
1.007365 0.096602 1.011986 0.095604
1.007401 0.096588 1.012021 0.095586
1.007437 0.096573 1.012055 0.095568
1.007473 0.096558 1.012090 0.095550
1.007509 0.096543 1.012124 0.095532
1.007545 0.096528 1.012158 0.095513
1.007581 0.096513 1.012193 0.095495
1.007617 0.096498 1.012227 0.095477
1.007653 0.096483 1.012262 0.095459
1.007689 0.096467 1.012296 0.095440
1.007725 0.096452 1.012331 0.095422
1.007761 0.096437 1.012365 0.095404
1.007797 0.096421 1.012399 0.095385
1.007833 0.096406 1.012434 0.095367
1.007869 0.096391 1.012468 0.095348
1.007905 0.096375 1.012503 0.095329
1.007942 0.096360 1.012537 0.095311
1.007978 0.096344 1.012571 0.095292
1.008014 0.096328 1.012606 0.095273
1.008050 0.096313 1.012640 0.095254
1.008086 0.096297 1.012674 0.095236
1.008122 0.096281 1.012709 0.095217
1.008158 0.096265 1.012743 0.095198
1.008194 0.096249 1.012777 0.095179
1.008230 0.096233 1.012812 0.095160
1.008266 0.096217 1.012846 0.095141
1.008301 0.096201 1.012880 0.095121
1.008337 0.096185 1.012915 0.095102
1.008373 0.096169 1.012949 0.095083
1.008409 0.096153 1.012983 0.095064
1.008445 0.096137 1.013017 0.095044
1.008481 0.096120 1.013052 0.095025
1.008517 0.096104 1.013086 0.095005
1.008553 0.096088 1.013120 0.094986
1.008589 0.096071 1.013154 0.094966
1.008625 0.096055 1.013189 0.094947
1.008661 0.096038 1.013223 0.094927
1.008697 0.096022 1.013257 0.094908
1.008733 0.096005 1.013291 0.094888
1.008769 0.095988 1.013325 0.094868
1.008805 0.095971 1.013360 0.094848
1.008841 0.095955 1.013394 0.094828
1.008877 0.095938 1.013428 0.094809
1.008913 0.095921 1.013462 0.094789
1.008949 0.095904 1.013496 0.094769
1.008984 0.095887 1.013530 0.094749
1.009020 0.095870 1.013565 0.094729
1.009056 0.095853 1.013599 0.094708
1.009092 0.095836 1.013633 0.094688
1.009128 0.095818 1.013667 0.094668
1.009164 0.095801 1.013701 0.094648
1.009200 0.095784 1.013735 0.094627
1.009236 0.095767 1.013769 0.094607
1.009272 0.095749 1.013803 0.094587
1.009308 0.095732 1.013837 0.094566
1.009343 0.095714 1.013871 0.094546
1.009379 0.095697 1.013905 0.094525
1.009415 0.095679 1.013940 0.094504
1.009451 0.095662 1.013974 0.094484
1.009487 0.095644 1.014008 0.094463
1.009523 0.095626 1.014042 0.094442
1.009559 0.095608 1.014076 0.094421
1.009594 0.095590 1.014110 0.094401
1.009630 0.095573 1.014144 0.094380
1.009666 0.095555 1.014178 0.094359
1.009702 0.095537 1.014212 0.094338
1.009738 0.095519 1.014246 0.094317
1.009774 0.095501 1.014280 0.094296
1.009809 0.095482 1.014313 0.094275
1.009845 0.095464 1.014347 0.094253
1.009881 0.095446 1.014381 0.094232
1.009917 0.095428 1.014415 0.094211
1.009953 0.095409 1.014449 0.094190
1.009988 0.095391 1.014483 0.094168
1.010024 0.095373 1.014517 0.094147
1.010060 0.095354 1.014551 0.094125
1.010096 0.095336 1.014585 0.094104
1.010131 0.095317 1.014619 0.094082
1.010167 0.095298 1.014652 0.094061
1.010203 0.095280 1.014686 0.094039
1.010239 0.095261 1.014720 0.094017
1.010275 0.095242 1.014754 0.093996
1.010310 0.095223 1.014788 0.093974
1.010346 0.095204 1.014822 0.093952
1.010382 0.095186 1.014855 0.093930
1.010418 0.095167 1.014889 0.093908
1.010453 0.095148 1.014923 0.093886
1.010489 0.095128 1.014957 0.093864
1.010525 0.095109 1.014991 0.093842
1.010560 0.095090 1.015024 0.093820
1.010596 0.095071 1.015058 0.093798
1.010632 0.095052 1.015092 0.093776
1.010668 0.095032 1.015126 0.093754
1.010703 0.095013 1.015159 0.093731
1.010739 0.094994 1.015193 0.093709
1.010775 0.094974 1.015227 0.093687
1.010810 0.094955 1.015261 0.093664
1.010846 0.094935 1.015294 0.093642
1.010882 0.094915 1.015328 0.093619
1.010917 0.094896 1.015362 0.093597
1.010953 0.094876 1.015395 0.093574
1.010989 0.094856 1.015429 0.093551
1.011024 0.094836 1.015463 0.093529
1.011060 0.094817 1.015496 0.093506
1.011096 0.094797 1.015530 0.093483
1.011131 0.094777 1.015563 0.093460
1.011167 0.094757 1.015597 0.093437
1.011203 0.094737 1.015631 0.093414
1.011238 0.094717 1.015664 0.093391
1.011274 0.094696 1.015698 0.093368
1.011309 0.094676 1.015731 0.093345
1.011345 0.094656 1.015765 0.093322
1.011381 0.094636 1.015799 0.093299
1.011416 0.094615 1.015832 0.093276
1.011452 0.094595 1.015866 0.093253
1.011487 0.094574 1.015899 0.093229
1.011523 0.094554 1.015933 0.093206
1.011559 0.094533 1.015966 0.093183
1.011594 0.094513 1.016000 0.093159
1.011630 0.094492 1.016033 0.093136
1.011665 0.094472 1.016067 0.093112
1.011701 0.094451 1.016100 0.093089
1.011736 0.094430 1.016134 0.093065
1.011772 0.094409 1.016167 0.093041
1.011808 0.094388 1.016201 0.093018
1.011843 0.094367 1.016234 0.092994
1.011879 0.094346 1.016267 0.092970
1.011914 0.094325 1.016301 0.092946
1.011950 0.094304 1.016334 0.092922
1.011985 0.094283 1.016368 0.092898
1.012021 0.094262 1.016401 0.092874
1.012056 0.094241 1.016434 0.092850
1.012092 0.094219 1.016468 0.092826
1.012127 0.094198 1.016501 0.092802
1.012163 0.094177 1.016534 0.092778
1.012198 0.094155 1.016568 0.092754
1.012234 0.094134 1.016601 0.092729
1.012269 0.094112 1.016634 0.092705
1.012304 0.094091 1.016668 0.092681
1.012340 0.094069 1.016701 0.092656
1.012375 0.094047 1.016734 0.092632
1.012411 0.094026 1.016768 0.092607
1.012446 0.094004 1.016801 0.092583
1.012482 0.093982 1.016834 0.092558
1.012517 0.093960 1.016867 0.092534
1.012553 0.093938 1.016901 0.092509
1.012588 0.093916 1.016934 0.092484
1.012623 0.093894 1.016967 0.092460
1.012659 0.093872 1.017000 0.092435
1.012694 0.093850 1.017034 0.092410
1.012730 0.093828 1.017067 0.092385
1.012765 0.093806 1.017100 0.092360
1.012800 0.093784 1.017133 0.092335
1.012836 0.093761 1.017166 0.092310
1.012871 0.093739 1.017199 0.092285
1.012906 0.093717 1.017233 0.092260
1.012942 0.093694 1.017266 0.092235
1.012977 0.093672 1.017299 0.092209
1.013012 0.093649 1.017332 0.092184
1.013048 0.093627 1.017365 0.092159
1.013083 0.093604 1.017398 0.092133
1.013118 0.093581 1.017431 0.092108
1.013154 0.093558 1.017464 0.092083
1.013189 0.093536 1.017497 0.092057
1.013224 0.093513 1.017530 0.092032
1.013260 0.093490 1.017564 0.092006
1.013295 0.093467 1.017597 0.091980
1.013330 0.093444 1.017630 0.091955
1.013366 0.093421 1.017663 0.091929
1.013401 0.093398 1.017696 0.091903
1.013436 0.093375 1.017729 0.091877
1.013471 0.093352 1.017762 0.091852
1.013507 0.093328 1.017795 0.091826
1.013542 0.093305 1.017828 0.091800
1.013577 0.093282 1.017860 0.091774
1.013612 0.093259 1.017893 0.091748
1.013647 0.093235 1.017926 0.091722
1.013683 0.093212 1.017959 0.091696
1.013718 0.093188 1.017992 0.091669
1.013753 0.093165 1.018025 0.091643
1.013788 0.093141 1.018058 0.091617
1.013824 0.093117 1.018091 0.091591
1.013859 0.093094 1.018124 0.091564
1.013894 0.093070 1.018157 0.091538
1.013929 0.093046 1.018189 0.091512
1.013964 0.093022 1.018222 0.091485
1.013999 0.092998 1.018255 0.091459
1.014035 0.092974 1.018288 0.091432
1.014070 0.092950 1.018321 0.091405
1.014105 0.092926 1.018354 0.091379
1.014140 0.092902 1.018386 0.091352
1.014175 0.092878 1.018419 0.091325
1.014210 0.092854 1.018452 0.091298
1.014245 0.092830 1.018485 0.091272
1.014280 0.092805 1.018517 0.091245
1.014316 0.092781 1.018550 0.091218
1.014351 0.092757 1.018583 0.091191
1.014386 0.092732 1.018616 0.091164
1.014421 0.092708 1.018648 0.091137
1.014456 0.092683 1.018681 0.091110
1.014491 0.092659 1.018714 0.091083
1.014526 0.092634 1.018746 0.091055
1.014561 0.092610 1.018779 0.091028
1.014596 0.092585 1.018812 0.091001
1.014631 0.092560 1.018844 0.090974
1.014666 0.092535 1.018877 0.090946
1.014701 0.092510 1.018909 0.090919
1.014736 0.092486 1.018942 0.090891
1.014771 0.092461 1.018975 0.090864
1.014806 0.092436 1.019007 0.090836
1.014841 0.092411 1.019040 0.090809
1.014876 0.092385 1.019072 0.090781
1.014911 0.092360 1.019105 0.090753
1.014946 0.092335 1.019138 0.090726
1.014981 0.092310 1.019170 0.090698
1.015016 0.092285 1.019203 0.090670
1.015051 0.092259 1.019235 0.090642
1.015086 0.092234 1.019268 0.090614
1.015121 0.092209 1.019300 0.090586
1.015156 0.092183 1.019333 0.090558
1.015191 0.092158 1.019365 0.090530
1.015226 0.092132 1.019397 0.090502
1.015260 0.092106 1.019430 0.090474
1.015295 0.092081 1.019462 0.090446
1.015330 0.092055 1.019495 0.090418
1.015365 0.092029 1.019527 0.090390
1.015400 0.092003 1.019560 0.090361
1.015435 0.091978 1.019592 0.090333
1.015470 0.091952 1.019624 0.090305
1.015505 0.091926 1.019657 0.090276
1.015539 0.091900 1.019689 0.090248
1.015574 0.091874 1.019721 0.090219
1.015609 0.091848 1.019754 0.090191
1.015644 0.091821 1.019786 0.090162
1.015679 0.091795 1.019818 0.090133
1.015713 0.091769 1.019851 0.090105
1.015748 0.091743 1.019883 0.090076
1.015783 0.091716 1.019915 0.090047
1.015818 0.091690 1.019948 0.090018
1.015853 0.091664 1.019980 0.089990
1.015887 0.091637 1.020012 0.089961
1.015922 0.091611 1.020044 0.089932
1.015957 0.091584 1.020076 0.089903
1.015992 0.091558 1.020109 0.089874
1.016026 0.091531 1.020141 0.089845
1.016061 0.091504 1.020173 0.089815
1.016096 0.091477 1.020205 0.089786
1.016130 0.091451 1.020237 0.089757
1.016165 0.091424 1.020270 0.089728
1.016200 0.091397 1.020302 0.089699
1.016235 0.091370 1.020334 0.089669
1.016269 0.091343 1.020366 0.089640
1.016304 0.091316 1.020398 0.089610
1.016339 0.091289 1.020430 0.089581
1.016373 0.091262 1.020462 0.089551
1.016408 0.091235 1.020494 0.089522
1.016442 0.091207 1.020526 0.089492
1.016477 0.091180 1.020558 0.089463
1.016512 0.091153 1.020590 0.089433
1.016546 0.091125 1.020623 0.089403
1.016581 0.091098 1.020655 0.089373
1.016616 0.091071 1.020687 0.089344
1.016650 0.091043 1.020719 0.089314
1.016685 0.091015 1.020751 0.089284
1.016719 0.090988 1.020782 0.089254
1.016754 0.090960 1.020814 0.089224
1.016788 0.090933 1.020846 0.089194
1.016823 0.090905 1.020878 0.089164
1.016857 0.090877 1.020910 0.089134
1.016892 0.090849 1.020942 0.089103
1.016927 0.090821 1.020974 0.089073
1.016961 0.090793 1.021006 0.089043
1.016996 0.090765 1.021038 0.089013
1.017030 0.090737 1.021070 0.088982
1.017065 0.090709 1.021102 0.088952
1.017099 0.090681 1.021133 0.088922
1.017133 0.090653 1.021165 0.088891
1.017168 0.090625 1.021197 0.088861
1.017202 0.090597 1.021229 0.088830
1.017237 0.090568 1.021261 0.088799
1.017271 0.090540 1.021292 0.088769
1.017306 0.090512 1.021324 0.088738
1.017340 0.090483 1.021356 0.088707
1.017374 0.090455 1.021388 0.088677
1.017409 0.090426 1.021419 0.088646
1.017443 0.090397 1.021451 0.088615
1.017478 0.090369 1.021483 0.088584
1.017512 0.090340 1.021515 0.088553
1.017546 0.090311 1.021546 0.088522
1.017581 0.090283 1.021578 0.088491
1.017615 0.090254 1.021610 0.088460
1.017649 0.090225 1.021641 0.088429
1.017684 0.090196 1.021673 0.088398
1.017718 0.090167 1.021705 0.088367
1.017752 0.090138 1.021736 0.088335
1.017787 0.090109 1.021768 0.088304
1.017821 0.090080 1.021799 0.088273
1.017855 0.090051 1.021831 0.088241
1.017890 0.090022 1.021863 0.088210
1.017924 0.089992 1.021894 0.088179
1.017958 0.089963 1.021926 0.088147
1.017992 0.089934 1.021957 0.088116
1.018027 0.089905 1.021989 0.088084
1.018061 0.089875 1.022020 0.088052
1.018095 0.089846 1.022052 0.088021
1.018129 0.089816 1.022083 0.087989
1.018163 0.089787 1.022115 0.087957
1.018198 0.089757 1.022146 0.087926
1.018232 0.089727 1.022178 0.087894
1.018266 0.089698 1.022209 0.087862
1.018300 0.089668 1.022240 0.087830
1.018334 0.089638 1.022272 0.087798
1.018368 0.089608 1.022303 0.087766
1.018403 0.089578 1.022335 0.087734
1.018437 0.089548 1.022366 0.087702
1.018471 0.089519 1.022397 0.087670
1.018505 0.089488 1.022429 0.087638
1.018539 0.089458 1.022460 0.087605
1.018573 0.089428 1.022491 0.087573
1.018607 0.089398 1.022523 0.087541
1.018641 0.089368 1.022554 0.087508
1.018675 0.089338 1.022585 0.087476
1.018709 0.089307 1.022616 0.087444
1.018743 0.089277 1.022648 0.087411
1.018777 0.089247 1.022679 0.087379
1.018811 0.089216 1.022710 0.087346
1.018845 0.089186 1.022741 0.087314
1.018879 0.089155 1.022773 0.087281
1.018913 0.089125 1.022804 0.087248
1.018947 0.089094 1.022835 0.087216
1.018981 0.089063 1.022866 0.087183
1.019015 0.089033 1.022897 0.087150
1.019049 0.089002 1.022929 0.087117
1.019083 0.088971 1.022960 0.087084
1.019117 0.088940 1.022991 0.087051
1.019151 0.088909 1.023022 0.087018
1.019185 0.088878 1.023053 0.086985
1.019219 0.088848 1.023084 0.086952
1.019253 0.088816 1.023115 0.086919
1.019287 0.088785 1.023146 0.086886
1.019321 0.088754 1.023177 0.086853
1.019354 0.088723 1.023208 0.086820
1.019388 0.088692 1.023239 0.086786
1.019422 0.088661 1.023270 0.086753
1.019456 0.088629 1.023301 0.086720
1.019490 0.088598 1.023332 0.086686
1.019524 0.088567 1.023363 0.086653
1.019557 0.088535 1.023394 0.086620
1.019591 0.088504 1.023425 0.086586
1.019625 0.088472 1.023456 0.086553
1.019659 0.088441 1.023487 0.086519
1.019693 0.088409 1.023518 0.086485
1.019726 0.088377 1.023549 0.086452
1.019760 0.088346 1.023580 0.086418
1.019794 0.088314 1.023611 0.086384
1.019828 0.088282 1.023641 0.086350
1.019861 0.088250 1.023672 0.086317
1.019895 0.088218 1.023703 0.086283
1.019929 0.088186 1.023734 0.086249
1.019962 0.088154 1.023765 0.086215
1.019996 0.088122 1.023796 0.086181
1.020030 0.088090 1.023826 0.086147
1.020063 0.088058 1.023857 0.086113
1.020097 0.088026 1.023888 0.086079
1.020131 0.087994 1.023919 0.086044
1.020164 0.087961 1.023949 0.086010
1.020198 0.087929 1.023980 0.085976
1.020231 0.087897 1.024011 0.085942
1.020265 0.087864 1.024041 0.085907
1.020299 0.087832 1.024072 0.085873
1.020332 0.087800 1.024103 0.085839
1.020366 0.087767 1.024133 0.085804
1.020399 0.087734 1.024164 0.085770
1.020433 0.087702 1.024195 0.085735
1.020466 0.087669 1.024225 0.085700
1.020500 0.087636 1.024256 0.085666
1.020533 0.087604 1.024286 0.085631
1.020567 0.087571 1.024317 0.085596
1.020600 0.087538 1.024348 0.085562
1.020634 0.087505 1.024378 0.085527
1.020667 0.087472 1.024409 0.085492
1.020701 0.087439 1.024439 0.085457
1.020734 0.087406 1.024470 0.085422
1.020768 0.087373 1.024500 0.085387
1.020801 0.087340 1.024531 0.085352
1.020834 0.087307 1.024561 0.085317
1.020868 0.087274 1.024592 0.085282
1.020901 0.087240 1.024622 0.085247
1.020935 0.087207 1.024652 0.085212
1.020968 0.087174 1.024683 0.085177
1.021001 0.087140 1.024713 0.085142
1.021035 0.087107 1.024744 0.085106
1.021068 0.087074 1.024774 0.085071
1.021101 0.087040 1.024804 0.085036
1.021135 0.087006 1.024835 0.085000
1.021168 0.086973 1.024865 0.084965
1.021201 0.086939 1.024895 0.084929
1.021235 0.086905 1.024926 0.084894
1.021268 0.086872 1.024956 0.084858
1.021301 0.086838 1.024986 0.084823
1.021334 0.086804 1.025016 0.084787
1.021368 0.086770 1.025047 0.084751
1.021401 0.086736 1.025077 0.084716
1.021434 0.086702 1.025107 0.084680
1.021467 0.086668 1.025137 0.084644
1.021500 0.086634 1.025168 0.084608
1.021534 0.086600 1.025198 0.084572
1.021567 0.086566 1.025228 0.084537
1.021600 0.086532 1.025258 0.084501
1.021633 0.086498 1.025288 0.084465
1.021666 0.086463 1.025318 0.084429
1.021699 0.086429 1.025348 0.084392
1.021732 0.086395 1.025379 0.084356
1.021766 0.086360 1.025409 0.084320
1.021799 0.086326 1.025439 0.084284
1.021832 0.086291 1.025469 0.084248
1.021865 0.086257 1.025499 0.084212
1.021898 0.086222 1.025529 0.084175
1.021931 0.086188 1.025559 0.084139
1.021964 0.086153 1.025589 0.084102
1.021997 0.086118 1.025619 0.084066
1.022030 0.086083 1.025649 0.084030
1.022063 0.086049 1.025679 0.083993
1.022096 0.086014 1.025709 0.083956
1.022129 0.085979 1.025739 0.083920
1.022162 0.085944 1.025769 0.083883
1.022195 0.085909 1.025798 0.083847
1.022228 0.085874 1.025828 0.083810
1.022261 0.085839 1.025858 0.083773
1.022294 0.085804 1.025888 0.083736
1.022326 0.085769 1.025918 0.083699
1.022359 0.085733 1.025948 0.083663
1.022392 0.085698 1.025978 0.083626
1.022425 0.085663 1.026007 0.083589
1.022458 0.085627 1.026037 0.083552
1.022491 0.085592 1.026067 0.083515
1.022524 0.085557 1.026097 0.083478
1.022557 0.085521 1.026127 0.083440
1.022589 0.085486 1.026156 0.083403
1.022622 0.085450 1.026186 0.083366
1.022655 0.085414 1.026216 0.083329
1.022688 0.085379 1.026245 0.083292
1.022720 0.085343 1.026275 0.083254
1.022753 0.085307 1.026305 0.083217
1.022786 0.085272 1.026334 0.083180
1.022819 0.085236 1.026364 0.083142
1.022851 0.085200 1.026394 0.083105
1.022884 0.085164 1.026423 0.083067
1.022917 0.085128 1.026453 0.083030
1.022949 0.085092 1.026482 0.082992
1.022982 0.085056 1.026512 0.082954
1.023015 0.085020 1.026542 0.082917
1.023047 0.084984 1.026571 0.082879
1.023080 0.084948 1.026601 0.082841
1.023113 0.084911 1.026630 0.082803
1.023145 0.084875 1.026660 0.082766
1.023178 0.084839 1.026689 0.082728
1.023210 0.084803 1.026719 0.082690
1.023243 0.084766 1.026748 0.082652
1.023276 0.084730 1.026778 0.082614
1.023308 0.084693 1.026807 0.082576
1.023341 0.084657 1.026836 0.082538
1.023373 0.084620 1.026866 0.082500
1.023406 0.084584 1.026895 0.082462
1.023438 0.084547 1.026925 0.082423
1.023471 0.084510 1.026954 0.082385
1.023503 0.084473 1.026983 0.082347
1.023536 0.084437 1.027013 0.082309
1.023568 0.084400 1.027042 0.082270
1.023601 0.084363 1.027071 0.082232
1.023633 0.084326 1.027100 0.082194
1.023665 0.084289 1.027130 0.082155
1.023698 0.084252 1.027159 0.082117
1.023730 0.084215 1.027188 0.082078
1.023763 0.084178 1.027217 0.082040
1.023795 0.084141 1.027247 0.082001
1.023827 0.084104 1.027276 0.081962
1.023860 0.084066 1.027305 0.081924
1.023892 0.084029 1.027334 0.081885
1.023924 0.083992 1.027363 0.081846
1.023957 0.083955 1.027392 0.081807
1.023989 0.083917 1.027422 0.081769
1.024021 0.083880 1.027451 0.081730
1.024053 0.083842 1.027480 0.081691
1.024086 0.083805 1.027509 0.081652
1.024118 0.083767 1.027538 0.081613
1.024150 0.083730 1.027567 0.081574
1.024182 0.083692 1.027596 0.081535
1.024214 0.083654 1.027625 0.081496
1.024247 0.083617 1.027654 0.081456
1.024279 0.083579 1.027683 0.081417
1.024311 0.083541 1.027712 0.081378
1.024343 0.083503 1.027741 0.081339
1.024375 0.083465 1.027770 0.081299
1.024407 0.083427 1.027799 0.081260
1.024439 0.083389 1.027828 0.081221
1.024472 0.083351 1.027857 0.081181
1.024504 0.083313 1.027886 0.081142
1.024536 0.083275 1.027914 0.081102
1.024568 0.083237 1.027943 0.081063
1.024600 0.083199 1.027972 0.081023
1.024632 0.083160 1.028001 0.080984
1.024664 0.083122 1.028030 0.080944
1.024696 0.083084 1.028059 0.080904
1.024728 0.083045 1.028087 0.080865
1.024760 0.083007 1.028116 0.080825
1.024792 0.082969 1.028145 0.080785
1.024824 0.082930 1.028174 0.080745
1.024856 0.082891 1.028202 0.080705
1.024888 0.082853 1.028231 0.080666
1.024919 0.082814 1.028260 0.080626
1.024951 0.082776 1.028288 0.080586
1.024983 0.082737 1.028317 0.080546
1.025015 0.082698 1.028346 0.080506
1.025047 0.082659 1.028374 0.080465
1.025079 0.082620 1.028403 0.080425
1.025111 0.082582 1.028432 0.080385
1.025143 0.082543 1.028460 0.080345
1.025174 0.082504 1.028489 0.080305
1.025206 0.082465 1.028517 0.080264
1.025238 0.082426 1.028546 0.080224
1.025270 0.082387 1.028574 0.080184
1.025301 0.082347 1.028603 0.080143
1.025333 0.082308 1.028631 0.080103
1.025365 0.082269 1.028660 0.080062
1.025397 0.082230 1.028688 0.080022
1.025428 0.082190 1.028717 0.079981
1.025460 0.082151 1.028745 0.079941
1.025492 0.082112 1.028774 0.079900
1.025523 0.082072 1.028802 0.079859
1.025555 0.082033 1.028831 0.079819
1.025587 0.081993 1.028859 0.079778
1.025618 0.081954 1.028887 0.079737
1.025650 0.081914 1.028916 0.079696
1.025681 0.081874 1.028944 0.079656
1.025713 0.081835 1.028972 0.079615
1.025744 0.081795 1.029001 0.079574
1.025776 0.081755 1.029029 0.079533
1.025808 0.081715 1.029057 0.079492
1.025839 0.081676 1.029085 0.079451
1.025871 0.081636 1.029114 0.079410
1.025902 0.081596 1.029142 0.079369
1.025934 0.081556 1.029170 0.079327
1.025965 0.081516 1.029198 0.079286
1.025996 0.081476 1.029226 0.079245
1.026028 0.081436 1.029255 0.079204
1.026059 0.081395 1.029283 0.079162
1.026091 0.081355 1.029311 0.079121
1.026122 0.081315 1.029339 0.079080
1.026154 0.081275 1.029367 0.079038
1.026185 0.081234 1.029395 0.078997
1.026216 0.081194 1.029423 0.078955
1.026248 0.081154 1.029451 0.078914
1.026279 0.081113 1.029479 0.078872
1.026310 0.081073 1.029507 0.078831
1.026342 0.081032 1.029535 0.078789
1.026373 0.080992 1.029563 0.078747
1.026404 0.080951 1.029591 0.078706
1.026435 0.080910 1.029619 0.078664
1.026467 0.080870 1.029647 0.078622
1.026498 0.080829 1.029675 0.078580
1.026529 0.080788 1.029703 0.078539
1.026560 0.080747 1.029731 0.078497
1.026591 0.080707 1.029759 0.078455
1.026623 0.080666 1.029787 0.078413
1.026654 0.080625 1.029815 0.078371
